1GAT[0] PRI_INPUT (6254,4680)
n267 na3a0 (4951,4600)~2.42708e-09ns  n266{351}~9.98323e-10ns  Buffer_n261_0_n267{279}~8.76146e-10ns  n220{13}~4.18116e-10ns 
n268 na2a0 (5120,4600)~1.50553e-09ns  n266{182}~7.08887e-10ns  n261{389}~1.06198e-09ns 
n269 na2a0 (5029,4700)~1.50553e-09ns  n268{191}~7.24492e-10ns  n219{282}~8.81275e-10ns 
n270 na3a0 (4951,4800)~2.42708e-09ns  n269{178}~7.01948e-10ns  n267{200}~7.40086e-10ns  n218{169}~6.8633e-10ns 
n271 nota0 (4938,4800)~0ns  n205{373}~1.03525e-09ns 
n272 no2a0 (4847,4900)~1.50553e-09ns  n212{104}~5.73585e-10ns  n163{291}~8.96645e-10ns 
n273 no2a0 (4847,4800)~1.50553e-09ns  n272{100}~5.66668e-10ns  n271{91}~5.51122e-10ns 
n274 na2a0 (4938,4700)~1.50553e-09ns  n269{91}~5.51122e-10ns  n267{113}~5.89164e-10ns 
n275 na2a0 (4847,4700)~1.50553e-09ns  n274{91}~5.51122e-10ns  n273{100}~5.66668e-10ns 
n276 na3a0 (4678,4600)~2.42708e-09ns  n275{269}~8.59025e-10ns  Buffer_n270_0_n276{236}~8.023e-10ns  n217{302}~9.15389e-10ns 
n277 na2a0 (4689,4400)~1.50553e-09ns  Buffer_n275_0_n277{229}~7.90227e-10ns  Buffer_n270_0_n277{331}~9.64587e-10ns 
n278 na2a0 (4754,4300)~1.50553e-09ns  n277{165}~6.79387e-10ns  n216{102}~5.70126e-10ns 
3211GAT[1128] na2a0 (4572,4300)~1.50553e-09ns  n278{182}~7.08887e-10ns  Buffer_n276_0_3211GAT[1128]{203}~7.45281e-10ns 
n280 nota0 (5990,1800)~0ns  392GAT[23]{336}~6.05976e-10ns 
n281 no2a0 (4117,4300)~1.50553e-09ns  Buffer_n280_9_n281{397}~1.0753e-09ns  Buffer_n65_4_n281{340}~9.79788e-10ns 
n282 nota0 (4208,4300)~0ns  n281{91}~5.51122e-10ns 
n283 na2a0 (4585,4400)~1.50553e-09ns  n276{293}~9.00056e-10ns  Buffer_n270_0_n283{383}~1.05196e-09ns 
n284 no2a0 (4483,4200)~1.50553e-09ns  Buffer_n215_5_n284{381}~1.04862e-09ns  n68{364}~1.02017e-09ns 
n285 nota0 (4676,4400)~0ns  n284{393}~1.06864e-09ns 
n286 na2a0 (4990,4500)~1.50553e-09ns  n267{139}~6.3425e-10ns  Buffer_n261_0_n286{209}~7.55666e-10ns 
n287 no2a0 (5075,4400)~1.50553e-09ns  Buffer_n162_10_n287{395}~1.07197e-09ns  Buffer_n83_2_n287{310}~9.28993e-10ns 
n288 nota0 (5014,4300)~0ns  n287{161}~6.72443e-10ns 
n289 na2a0 (5551,4000)~1.50553e-09ns  n258{182}~7.08887e-10ns  n252{351}~9.98323e-10ns 
n290 no2a0 (5514,3900)~1.50553e-09ns  Buffer_n121_13_n290{387}~1.05864e-09ns  Buffer_n102_1_n290{389}~1.06198e-09ns 
n291 nota0 (5319,3900)~0ns  n290{195}~7.31425e-10ns 
n292 na2a0 (5669,3700)~1.50553e-09ns  n249{117}~5.96093e-10ns  Buffer_n243_1_n292{363}~1.01849e-09ns 
n293 no2a0 (5497,3600)~1.50553e-09ns  Buffer_n94_14_n293{391}~1.06531e-09ns  Buffer_n132_9_n293{377}~1.04194e-09ns 
n294 nota0 (5393,3600)~0ns  n293{104}~5.73585e-10ns 
n295 na2a0 (5734,2800)~1.50553e-09ns  n239{295}~9.03466e-10ns  n237{205}~7.48744e-10ns 
n296 na2a0 (5585,2900)~1.50553e-09ns  Buffer_307GAT[18]_10_n296{382}~1.05029e-09ns  Buffer_86GAT[5]_4_n296{334}~9.69658e-10ns 
n297 no2a0 (5643,2800)~1.50553e-09ns  Buffer_n70_5_n297{384}~1.05363e-09ns  Buffer_n232_1_n297{269}~8.59025e-10ns 
n298 na2a0 (5578,2700)~1.50553e-09ns  n297{165}~6.79387e-10ns  n177{126}~6.11695e-10ns 
n299 na2a0 (5694,1900)~1.50553e-09ns  Buffer_290GAT[17]_7_n299{367}~1.0252e-09ns  Buffer_103GAT[6]_11_n299{374}~1.03692e-09ns 
n300 nota0 (5606,1600)~0ns  Buffer_120GAT[7]_4_n300{374}~1.03692e-09ns 
n301 no2a0 (5456,1800)~1.50553e-09ns  Buffer_n66_2_n301{385}~1.0553e-09ns  n300{350}~9.9664e-10ns 
n302 na2a0 (5603,1900)~1.50553e-09ns  n301{247}~8.21245e-10ns  n299{91}~5.51122e-10ns 
n303 na2a0 (5578,2000)~1.50553e-09ns  Buffer_273GAT[16]_5_n303{358}~1.01009e-09ns  Buffer_120GAT[7]_5_n303{382}~1.05029e-09ns 
n304 na2a0 (5648,2600)~1.50553e-09ns  Buffer_n303_0_n304{335}~9.71347e-10ns  n297{205}~7.48744e-10ns 
n305 na3a0 (5539,2500)~2.42708e-09ns  n304{209}~7.55666e-10ns  Buffer_n302_0_n305{332}~9.66278e-10ns  n298{239}~8.0747e-10ns 
n306 na3a0 (5479,2600)~2.42708e-09ns  Buffer_n303_0_n306{349}~9.94957e-10ns  n297{364}~1.02017e-09ns  n177{273}~8.65878e-10ns 
n307 na3a0 (5409,2700)~2.42708e-09ns  n306{170}~6.88065e-10ns  n305{330}~9.62896e-10ns  n296{376}~1.04027e-09ns 
n308 nota0 (5474,3000)~0ns  n296{211}~7.59126e-10ns 
n309 na2a0 (5494,2900)~1.50553e-09ns  n306{315}~9.37484e-10ns  Buffer_n305_0_n309{222}~7.78141e-10ns 
n310 na2a0 (5312,2900)~1.50553e-09ns  n309{182}~7.08887e-10ns  n308{262}~8.47021e-10ns 
n311 na3a0 (5240,2700)~2.42708e-09ns  n310{272}~8.64165e-10ns  n307{169}~6.8633e-10ns  Buffer_n295_0_n311{297}~9.06875e-10ns 
n312 nota0 (5825,2800)~0ns  n237{286}~8.8811e-10ns 
n313 no2a0 (5858,2900)~1.50553e-09ns  n241{171}~6.89801e-10ns  n240{91}~5.51122e-10ns 
n314 no2a0 (5767,2900)~1.50553e-09ns  n313{91}~5.51122e-10ns  n312{158}~6.67234e-10ns 
n315 na2a0 (5461,2800)~1.50553e-09ns  n310{249}~8.24685e-10ns  n307{152}~6.56818e-10ns 
n316 na2a0 (5487,3000)~1.50553e-09ns  n315{226}~7.85049e-10ns  n314{380}~1.04695e-09ns 
n317 na3a0 (5315,3500)~2.42708e-09ns  Buffer_n316_0_n317{336}~9.73036e-10ns  Buffer_n311_1_n317{291}~8.96645e-10ns  n294{178}~7.01948e-10ns 
n318 na2a0 (5354,3400)~1.50553e-09ns  Buffer_n316_0_n318{266}~8.53882e-10ns  Buffer_n311_1_n318{271}~8.62452e-10ns 
n319 na2a0 (5406,3600)~1.50553e-09ns  n318{252}~8.29844e-10ns  n293{91}~5.51122e-10ns 
n320 na3a0 (5500,3700)~2.42708e-09ns  n319{194}~7.29692e-10ns  n317{385}~1.0553e-09ns  n292{169}~6.8633e-10ns 
n321 nota0 (5760,3700)~0ns  Buffer_n243_1_n321{333}~9.67968e-10ns 
n322 no2a0 (5850,3800)~1.50553e-09ns  n250{205}~7.48744e-10ns  n225{200}~7.40086e-10ns 
n323 no2a0 (5741,3800)~1.50553e-09ns  n322{109}~5.82238e-10ns  n321{119}~5.99559e-10ns 
n324 na2a0 (5409,3700)~1.50553e-09ns  n319{103}~5.71855e-10ns  n317{294}~9.01761e-10ns 
n325 na2a0 (5448,3800)~1.50553e-09ns  n324{139}~6.3425e-10ns  n323{293}~9.00056e-10ns 
n326 na3a0 (5240,3700)~2.42708e-09ns  n325{308}~9.25595e-10ns  n320{260}~8.43588e-10ns  n291{279}~8.76146e-10ns 
n327 na2a0 (5357,3800)~1.50553e-09ns  n325{91}~5.51122e-10ns  n320{243}~8.1436e-10ns 
n328 na2a0 (5423,3900)~1.50553e-09ns  n327{166}~6.81122e-10ns  n290{91}~5.51122e-10ns 
n329 na3a0 (5382,4000)~2.42708e-09ns  n328{141}~6.37722e-10ns  Buffer_n326_0_n329{221}~7.76414e-10ns  n289{169}~6.8633e-10ns 
n330 nota0 (5696,3900)~0ns  n252{306}~9.22194e-10ns 
n331 no2a0 (5709,3900)~1.50553e-09ns  n259{104}~5.73585e-10ns  n222{270}~8.60739e-10ns 
n332 no2a0 (5642,4000)~1.50553e-09ns  n331{167}~6.82858e-10ns  n330{154}~6.6029e-10ns 
n333 na2a0 (5291,4000)~1.50553e-09ns  n328{232}~7.95402e-10ns  n326{351}~9.98323e-10ns 
n334 na2a0 (5200,4000)~1.50553e-09ns  n333{91}~5.51122e-10ns  Buffer_n332_0_n334{221}~7.76414e-10ns 
n335 na3a0 (4845,4300)~2.42708e-09ns  Buffer_n334_0_n335{327}~9.57821e-10ns  Buffer_n329_1_n335{279}~8.76146e-10ns  n288{169}~6.8633e-10ns 
n336 na2a0 (5027,4300)~1.50553e-09ns  Buffer_n334_0_n336{236}~8.023e-10ns  Buffer_n329_0_n336{327}~9.57821e-10ns 
n337 na2a0 (4984,4400)~1.50553e-09ns  n336{143}~6.41193e-10ns  n287{91}~5.51122e-10ns 
n338 na3a0 (4821,4500)~2.42708e-09ns  n337{263}~8.48737e-10ns  n335{224}~7.81595e-10ns  n286{169}~6.8633e-10ns 
n339 nota0 (5178,4500)~0ns  n261{231}~7.93677e-10ns 
n340 no2a0 (5120,4700)~1.50553e-09ns  n268{100}~5.66668e-10ns  n219{373}~1.03525e-09ns 
n341 no2a0 (5087,4500)~1.50553e-09ns  n340{233}~7.97127e-10ns  n339{91}~5.51122e-10ns 
n342 na2a0 (4884,4400)~1.50553e-09ns  n337{100}~5.66668e-10ns  n335{139}~6.3425e-10ns 
n343 na2a0 (4793,4400)~1.50553e-09ns  n342{91}~5.51122e-10ns  n341{394}~1.07031e-09ns 
n344 na3a0 (4587,4700)~2.42708e-09ns  Buffer_n343_0_n344{253}~8.31563e-10ns  Buffer_n338_0_n344{217}~7.69501e-10ns  n285{389}~1.06198e-09ns 
n345 na2a0 (4715,4500)~1.50553e-09ns  n343{178}~7.01948e-10ns  n338{106}~5.77045e-10ns 
n346 na2a0 (4583,4600)~1.50553e-09ns  n345{232}~7.95402e-10ns  Buffer_n284_0_n346{250}~8.26405e-10ns 
n347 na3a0 (4546,4500)~2.42708e-09ns  n346{137}~6.30779e-10ns  n344{241}~8.10915e-10ns  n283{139}~6.3425e-10ns 
n348 nota0 (4572,4400)~0ns  Buffer_n270_0_n348{389}~1.06198e-09ns 
n349 no2a0 (4663,4300)~1.50553e-09ns  n277{126}~6.11695e-10ns  n216{193}~7.27959e-10ns 
n350 no2a0 (4481,4300)~1.50553e-09ns  n349{182}~7.08887e-10ns  n348{191}~7.24492e-10ns 
n351 na2a0 (4455,4500)~1.50553e-09ns  n346{228}~7.88501e-10ns  n344{332}~9.66278e-10ns 
n352 na2a0 (4481,4400)~1.50553e-09ns  n351{126}~6.11695e-10ns  n350{100}~5.66668e-10ns 
n353 na3a0 (4221,4300)~2.42708e-09ns  n352{360}~1.01345e-09ns  Buffer_n347_0_n353{262}~8.47021e-10ns  n282{13}~4.18116e-10ns 
n354 na2a0 (4390,4400)~1.50553e-09ns  n352{91}~5.51122e-10ns  n347{256}~8.36719e-10ns 
n355 na2a0 (4117,4400)~1.50553e-09ns  n354{273}~8.65878e-10ns  n281{100}~5.66668e-10ns 
3552GAT[1275] na2a0 (4135,3600)~1.50553e-09ns  Buffer_n355_1_3552GAT[1275]{272}~8.64165e-10ns  Buffer_n353_0_3552GAT[1275]{393}~1.06864e-09ns 
n357 nota0 (5978,1200)~0ns  409GAT[24]{324}~5.93337e-10ns 
n358 no2a0 (3889,4500)~1.50553e-09ns  Buffer_n357_12_n358{384}~1.05363e-09ns  Buffer_n65_4_n358{345}~9.88219e-10ns 
n359 nota0 (4071,4500)~0ns  n358{182}~7.08887e-10ns 
n360 na2a0 (4208,4400)~1.50553e-09ns  n353{113}~5.89164e-10ns  Buffer_n347_0_n360{219}~7.72958e-10ns 
n361 no2a0 (4132,4700)~1.50553e-09ns  Buffer_n280_10_n361{396}~1.07364e-09ns  Buffer_n68_2_n361{303}~9.17091e-10ns 
n362 nota0 (4314,4700)~0ns  n361{182}~7.08887e-10ns 
n363 na2a0 (4496,4700)~1.50553e-09ns  n344{91}~5.51122e-10ns  Buffer_n338_0_n363{262}~8.47021e-10ns 
n364 no2a0 (4574,4200)~1.50553e-09ns  Buffer_n215_5_n364{368}~1.02687e-09ns  Buffer_n83_1_n364{353}~1.00169e-09ns 
n365 nota0 (4648,4100)~0ns  n364{174}~6.95007e-10ns 
n366 na2a0 (4860,4200)~1.50553e-09ns  n335{115}~5.92628e-10ns  Buffer_n329_0_n366{361}~1.01513e-09ns 
n367 no2a0 (4843,4100)~1.50553e-09ns  Buffer_n162_10_n367{389}~1.06198e-09ns  Buffer_n102_0_n367{352}~1.00001e-09ns 
n368 nota0 (5018,4000)~0ns  n367{275}~8.69302e-10ns 
n369 na2a0 (5266,3800)~1.50553e-09ns  n326{126}~6.11695e-10ns  n320{334}~9.69658e-10ns 
n370 no2a0 (5003,3800)~1.50553e-09ns  Buffer_n121_11_n370{399}~1.07863e-09ns  Buffer_n132_8_n370{385}~1.0553e-09ns 
n371 nota0 (5081,3600)~0ns  n370{278}~8.74435e-10ns 
n372 na2a0 (5263,3400)~1.50553e-09ns  n317{152}~6.56818e-10ns  Buffer_n311_0_n372{361}~1.01513e-09ns 
n373 no2a0 (5130,2900)~1.50553e-09ns  Buffer_n94_12_n373{371}~1.0319e-09ns  Buffer_n176_0_n373{324}~9.52742e-10ns 
n374 nota0 (5026,2900)~0ns  n373{104}~5.73585e-10ns 
n375 na2a0 (5388,2600)~1.50553e-09ns  n307{121}~6.03026e-10ns  n305{251}~8.28125e-10ns 
n376 na2a0 (5824,2200)~1.50553e-09ns  Buffer_307GAT[18]_9_n376{374}~1.03692e-09ns  Buffer_103GAT[6]_12_n376{378}~1.04361e-09ns 
n377 no2a0 (5620,2100)~1.50553e-09ns  Buffer_n70_3_n377{393}~1.06864e-09ns  Buffer_n300_0_n377{257}~8.38437e-10ns 
n378 na2a0 (5711,2100)~1.50553e-09ns  n377{91}~5.51122e-10ns  n233{369}~1.02855e-09ns 
n379 na2a0 (5887,1200)~1.50553e-09ns  Buffer_290GAT[17]_5_n379{399}~1.07863e-09ns  Buffer_120GAT[7]_2_n379{391}~1.06531e-09ns 
n380 nota0 (5707,800)~0ns  Buffer_137GAT[8]_1_n380{314}~9.35786e-10ns 
n381 no2a0 (5666,1200)~1.50553e-09ns  Buffer_n66_1_n381{355}~1.00505e-09ns  Buffer_n380_0_n381{220}~7.74686e-10ns 
n382 na2a0 (5796,1200)~1.50553e-09ns  n381{130}~6.18633e-10ns  n379{91}~5.51122e-10ns 
n383 na2a0 (5850,1100)~1.50553e-09ns  Buffer_273GAT[16]_3_n383{376}~1.04027e-09ns  Buffer_137GAT[8]_1_n383{366}~1.02352e-09ns 
n384 na2a0 (5838,2000)~1.50553e-09ns  Buffer_n383_1_n384{304}~9.18793e-10ns  n377{318}~9.42573e-10ns 
n385 na3a0 (5785,1900)~2.42708e-09ns  n384{153}~6.58554e-10ns  Buffer_n382_0_n385{355}~1.00505e-09ns  n378{274}~8.6759e-10ns 
n386 na3a0 (5802,2100)~2.42708e-09ns  Buffer_n383_1_n386{349}~9.94957e-10ns  n377{182}~7.08887e-10ns  Buffer_n233_0_n386{230}~7.91952e-10ns 
n387 na3a0 (5681,2300)~2.42708e-09ns  n386{321}~9.47659e-10ns  Buffer_n385_0_n387{252}~8.29844e-10ns  n376{243}~8.1436e-10ns 
n388 nota0 (5824,2400)~0ns  n376{200}~7.40086e-10ns 
n389 na2a0 (5850,2300)~1.50553e-09ns  n386{248}~8.22965e-10ns  Buffer_n385_0_n389{232}~7.95402e-10ns 
n390 na2a0 (5733,2400)~1.50553e-09ns  n389{217}~7.69501e-10ns  n388{91}~5.51122e-10ns 
n391 na3a0 (5370,2500)~2.42708e-09ns  Buffer_n390_0_n391{231}~7.93677e-10ns  Buffer_n387_0_n391{255}~8.35001e-10ns  n375{118}~5.97826e-10ns 
n392 nota0 (5461,3000)~0ns  Buffer_n305_0_n392{289}~8.93232e-10ns 
n393 no2a0 (5403,2900)~1.50553e-09ns  n309{91}~5.51122e-10ns  n308{171}~6.89801e-10ns 
n394 no2a0 (5370,3000)~1.50553e-09ns  n393{133}~6.23838e-10ns  n392{91}~5.51122e-10ns 
n395 na2a0 (5279,2500)~1.50553e-09ns  Buffer_n390_0_n395{277}~8.72724e-10ns  Buffer_n387_0_n395{301}~9.13687e-10ns 
n396 na2a0 (5279,3000)~1.50553e-09ns  Buffer_n395_0_n396{250}~8.26405e-10ns  n394{91}~5.51122e-10ns 
n397 na3a0 (4928,3000)~2.42708e-09ns  n396{351}~9.98323e-10ns  Buffer_n391_1_n397{314}~9.35786e-10ns  n374{198}~7.36622e-10ns 
n398 na2a0 (5188,3000)~1.50553e-09ns  n396{91}~5.51122e-10ns  Buffer_n391_0_n398{341}~9.81475e-10ns 
n399 na2a0 (5097,3000)~1.50553e-09ns  n398{91}~5.51122e-10ns  n373{133}~6.23838e-10ns 
n400 na3a0 (4990,3400)~2.42708e-09ns  Buffer_n399_0_n400{253}~8.31563e-10ns  Buffer_n397_0_n400{231}~7.93677e-10ns  n372{273}~8.65878e-10ns 
n401 nota0 (5250,3400)~0ns  Buffer_n311_0_n401{355}~1.00505e-09ns 
n402 no2a0 (5302,3600)~1.50553e-09ns  n318{252}~8.29844e-10ns  n293{195}~7.31425e-10ns 
n403 no2a0 (5224,3500)~1.50553e-09ns  n402{178}~7.01948e-10ns  n401{126}~6.11695e-10ns 
n404 na2a0 (5159,3400)~1.50553e-09ns  Buffer_n399_0_n404{231}~7.93677e-10ns  Buffer_n397_0_n404{315}~9.37484e-10ns 
n405 na2a0 (5133,3500)~1.50553e-09ns  n404{126}~6.11695e-10ns  n403{91}~5.51122e-10ns 
n406 na3a0 (5094,3600)~2.42708e-09ns  n405{139}~6.3425e-10ns  n400{304}~9.18793e-10ns  n371{13}~4.18116e-10ns 
n407 na2a0 (4990,3600)~1.50553e-09ns  n405{243}~8.1436e-10ns  n400{200}~7.40086e-10ns 
n408 na2a0 (5027,3700)~1.50553e-09ns  n407{137}~6.30779e-10ns  n370{124}~6.08227e-10ns 
n409 na3a0 (5094,3800)~2.42708e-09ns  n408{167}~6.82858e-10ns  n406{200}~7.40086e-10ns  n369{172}~6.91536e-10ns 
n410 nota0 (5306,3900)~0ns  n320{394}~1.07031e-09ns 
n411 no2a0 (5332,3900)~1.50553e-09ns  n327{125}~6.09961e-10ns  n290{182}~7.08887e-10ns 
n412 no2a0 (5215,3900)~1.50553e-09ns  n411{117}~5.96093e-10ns  n410{91}~5.51122e-10ns 
n413 na2a0 (5128,3700)~1.50553e-09ns  n408{101}~5.68397e-10ns  n406{134}~6.25573e-10ns 
n414 na2a0 (5124,3900)~1.50553e-09ns  n413{204}~7.47013e-10ns  n412{91}~5.51122e-10ns 
n415 na3a0 (5031,4000)~2.42708e-09ns  n414{193}~7.27959e-10ns  n409{263}~8.48737e-10ns  n368{13}~4.18116e-10ns 
n416 na2a0 (4927,4000)~1.50553e-09ns  n414{297}~9.06875e-10ns  n409{367}~1.0252e-09ns 
n417 na2a0 (4934,4100)~1.50553e-09ns  n416{107}~5.78776e-10ns  n367{91}~5.51122e-10ns 
n418 na3a0 (4951,4200)~2.42708e-09ns  n417{117}~5.96093e-10ns  n415{280}~8.77856e-10ns  n366{91}~5.51122e-10ns 
n419 nota0 (5211,4200)~0ns  n329{371}~1.0319e-09ns 
n420 no2a0 (5118,4300)~1.50553e-09ns  n336{91}~5.51122e-10ns  n287{143}~6.41193e-10ns 
n421 no2a0 (5120,4200)~1.50553e-09ns  n420{102}~5.70126e-10ns  n419{91}~5.51122e-10ns 
n422 na2a0 (5025,4100)~1.50553e-09ns  n417{91}~5.51122e-10ns  n415{106}~5.77045e-10ns 
n423 na2a0 (5116,4100)~1.50553e-09ns  n422{91}~5.51122e-10ns  n421{104}~5.73585e-10ns 
n424 na3a0 (4576,4000)~2.42708e-09ns  Buffer_n423_0_n424{320}~9.45964e-10ns  Buffer_n418_0_n424{287}~8.89817e-10ns  n365{172}~6.91536e-10ns 
n425 na2a0 (4752,4100)~1.50553e-09ns  n423{364}~1.02017e-09ns  n418{299}~9.10282e-10ns 
n426 na2a0 (4665,4200)~1.50553e-09ns  n425{187}~7.17558e-10ns  n364{91}~5.51122e-10ns 
n427 na3a0 (4576,4800)~2.42708e-09ns  Buffer_n426_0_n427{344}~9.86534e-10ns  Buffer_n424_1_n427{266}~8.53882e-10ns  n363{180}~7.05417e-10ns 
n428 nota0 (4582,4900)~0ns  Buffer_n338_0_n428{319}~9.44269e-10ns 
n429 no2a0 (4492,4600)~1.50553e-09ns  n345{323}~9.51048e-10ns  Buffer_n284_0_n429{204}~7.47013e-10ns 
n430 no2a0 (4491,4900)~1.50553e-09ns  n429{301}~9.13687e-10ns  n428{91}~5.51122e-10ns 
n431 na2a0 (4745,4800)~1.50553e-09ns  Buffer_n426_0_n431{340}~9.79788e-10ns  Buffer_n424_1_n431{323}~9.51048e-10ns 
n432 na2a0 (4485,4800)~1.50553e-09ns  n431{260}~8.43588e-10ns  n430{106}~5.77045e-10ns 
n433 na3a0 (4327,4700)~2.42708e-09ns  n432{258}~8.40154e-10ns  n427{349}~9.94957e-10ns  n362{13}~4.18116e-10ns 
n434 na2a0 (4394,4800)~1.50553e-09ns  n432{91}~5.51122e-10ns  n427{182}~7.08887e-10ns 
n435 na2a0 (4223,4700)~1.50553e-09ns  n434{271}~8.62452e-10ns  n361{91}~5.51122e-10ns 
n436 na3a0 (4182,4600)~2.42708e-09ns  n435{141}~6.37722e-10ns  n433{245}~8.17803e-10ns  n360{226}~7.85049e-10ns 
n437 nota0 (4260,4500)~0ns  n347{286}~8.8811e-10ns 
n438 no2a0 (4299,4400)~1.50553e-09ns  n354{91}~5.51122e-10ns  n281{282}~8.81275e-10ns 
n439 no2a0 (4273,4500)~1.50553e-09ns  n438{126}~6.11695e-10ns  n437{13}~4.18116e-10ns 
n440 na2a0 (4364,4600)~1.50553e-09ns  n435{241}~8.10915e-10ns  n433{137}~6.30779e-10ns 
n441 na2a0 (4364,4500)~1.50553e-09ns  n440{100}~5.66668e-10ns  n439{91}~5.51122e-10ns 
n442 na3a0 (4084,4500)~2.42708e-09ns  n441{280}~8.77856e-10ns  n436{198}~7.36622e-10ns  n359{13}~4.18116e-10ns 
n443 na2a0 (4091,4600)~1.50553e-09ns  n441{373}~1.03525e-09ns  n436{91}~5.51122e-10ns 
n444 na2a0 (4000,4600)~1.50553e-09ns  n443{91}~5.51122e-10ns  n358{211}~7.59126e-10ns 
3895GAT[1423] na2a0 (3980,4500)~1.50553e-09ns  n444{120}~6.01292e-10ns  n442{104}~5.73585e-10ns 
n446 nota0 (5889,300)~0ns  426GAT[25]{377}~6.48886e-10ns 
n447 no2a0 (3987,4400)~1.50553e-09ns  Buffer_n446_14_n447{375}~1.03859e-09ns  Buffer_n65_4_n447{345}~9.88219e-10ns 
n448 nota0 (3844,4500)~0ns  n447{243}~8.1436e-10ns 
n449 na2a0 (4021,4700)~1.50553e-09ns  n442{263}~8.48737e-10ns  n436{261}~8.45305e-10ns 
n450 no2a0 (3748,4700)~1.50553e-09ns  Buffer_n357_13_n450{382}~1.05029e-09ns  Buffer_n68_2_n450{399}~1.07863e-09ns 
n451 nota0 (3926,4900)~0ns  n450{378}~1.04361e-09ns 
n452 na2a0 (4303,4800)~1.50553e-09ns  n433{124}~6.08227e-10ns  n427{273}~8.65878e-10ns 
n453 no2a0 (4461,3700)~1.50553e-09ns  Buffer_n280_7_n453{381}~1.04862e-09ns  Buffer_n83_0_n453{336}~9.73036e-10ns 
n454 nota0 (4396,3900)~0ns  n453{265}~8.52167e-10ns 
n455 na2a0 (4745,4000)~1.50553e-09ns  n424{169}~6.8633e-10ns  Buffer_n418_0_n455{203}~7.45281e-10ns 
n456 no2a0 (4485,4000)~1.50553e-09ns  Buffer_n215_5_n456{353}~1.00169e-09ns  Buffer_n102_1_n456{320}~9.45964e-10ns 
n457 nota0 (4626,3800)~0ns  n456{341}~9.81475e-10ns 
n458 na2a0 (5033,3900)~1.50553e-09ns  n415{102}~5.70126e-10ns  n409{161}~6.72443e-10ns 
n459 no2a0 (4915,3200)~1.50553e-09ns  Buffer_n162_8_n459{370}~1.03022e-09ns  Buffer_n132_6_n459{395}~1.07197e-09ns 
n460 nota0 (5006,3200)~0ns  n459{91}~5.51122e-10ns 
n461 na2a0 (5042,3500)~1.50553e-09ns  n406{152}~6.56818e-10ns  n400{152}~6.56818e-10ns 
n462 no2a0 (4915,3100)~1.50553e-09ns  Buffer_n121_10_n462{367}~1.0252e-09ns  Buffer_n176_1_n462{288}~8.91525e-10ns 
n463 nota0 (5097,2800)~0ns  Buffer_n462_0_n463{241}~8.10915e-10ns 
n464 na2a0 (5221,2900)~1.50553e-09ns  n397{393}~1.06864e-09ns  Buffer_n391_0_n464{274}~8.6759e-10ns 
n465 no2a0 (5539,2400)~1.50553e-09ns  Buffer_n94_11_n465{393}~1.06864e-09ns  n232{305}~9.20494e-10ns 
n466 nota0 (5577,2300)~0ns  n465{138}~6.32515e-10ns 
n467 na2a0 (5733,2200)~1.50553e-09ns  n387{152}~6.56818e-10ns  n385{352}~1.00001e-09ns 
n468 na2a0 (5981,1600)~1.50553e-09ns  Buffer_307GAT[18]_8_n468{368}~1.02687e-09ns  Buffer_120GAT[7]_3_n468{374}~1.03692e-09ns 
n469 no2a0 (5365,1800)~1.50553e-09ns  Buffer_n70_2_n469{352}~1.00001e-09ns  Buffer_n380_2_n469{335}~9.71347e-10ns 
n470 na2a0 (5547,1800)~1.50553e-09ns  n469{182}~7.08887e-10ns  n301{91}~5.51122e-10ns 
n471 na2a0 (5668,1100)~1.50553e-09ns  Buffer_290GAT[17]_5_n471{354}~1.00337e-09ns  Buffer_137GAT[8]_2_n471{320}~9.45964e-10ns 
n472 nota0 (5847,1500)~0ns  Buffer_154GAT[9]_1_n472{363}~1.01849e-09ns 
n473 no2a0 (5512,800)~1.50553e-09ns  Buffer_n66_0_n473{256}~8.36719e-10ns  Buffer_n472_1_n473{345}~9.88219e-10ns 
n474 na2a0 (5577,1100)~1.50553e-09ns  n473{365}~1.02184e-09ns  n471{91}~5.51122e-10ns 
n475 na2a0 (5898,1800)~1.50553e-09ns  Buffer_273GAT[16]_5_n475{375}~1.03859e-09ns  Buffer_154GAT[9]_0_n475{370}~1.03022e-09ns 
n476 na2a0 (5638,1800)~1.50553e-09ns  n475{260}~8.43588e-10ns  n469{273}~8.65878e-10ns 
n477 na3a0 (5500,1700)~2.42708e-09ns  n476{238}~8.05747e-10ns  Buffer_n474_0_n477{338}~9.76413e-10ns  n470{147}~6.48137e-10ns 
n478 na3a0 (5729,1800)~2.42708e-09ns  n475{169}~6.8633e-10ns  n469{364}~1.02017e-09ns  n301{273}~8.65878e-10ns 
n479 na3a0 (5669,1700)~2.42708e-09ns  n478{160}~6.70707e-10ns  n477{169}~6.8633e-10ns  Buffer_n468_0_n479{206}~7.50475e-10ns 
n480 nota0 (6020,1700)~0ns  n468{139}~6.3425e-10ns 
n481 na2a0 (5838,1700)~1.50553e-09ns  n478{209}~7.55666e-10ns  n477{338}~9.76413e-10ns 
n482 na2a0 (6033,1700)~1.50553e-09ns  n481{195}~7.31425e-10ns  n480{13}~4.18116e-10ns 
n483 na3a0 (5669,2000)~2.42708e-09ns  Buffer_n482_0_n483{332}~9.66278e-10ns  n479{300}~9.11985e-10ns  n467{264}~8.50452e-10ns 
