1GAT[0] PRI_INPUT (2109,1701)
Buffer_237GAT[52]_2_n422 Ibuffer (0,0)~0ns  Buffer_237GAT[52]_1_n422{322}~9.49354e-10ns 
Buffer_n394_0_n423 Ibuffer (0,0)~0ns  n394{359}~1.01177e-09ns 
Buffer_246GAT[53]_0_n423 Ibuffer (0,0)~0ns  246GAT[53]{284}~5.50959e-10ns 
Buffer_246GAT[53]_1_n423 Ibuffer (0,0)~0ns  Buffer_246GAT[53]_0_n423{284}~8.84693e-10ns 
Buffer_n265_0_n424 Ibuffer (0,0)~0ns  n265{350}~9.9664e-10ns 
Buffer_n265_1_n424 Ibuffer (0,0)~0ns  Buffer_n265_0_n424{350}~9.9664e-10ns 
Buffer_n265_2_n424 Ibuffer (0,0)~0ns  Buffer_n265_1_n424{350}~9.9664e-10ns 
Buffer_n313_0_n425 Ibuffer (0,0)~0ns  n313{366}~1.02352e-09ns 
Buffer_n313_1_n425 Ibuffer (0,0)~0ns  Buffer_n313_0_n425{366}~1.02352e-09ns 
Buffer_n430_0_n431 Ibuffer (0,0)~0ns  n430{259}~8.41871e-10ns 
Buffer_n430_0_n432 Ibuffer (0,0)~0ns  n430{252}~8.29844e-10ns 
Buffer_219GAT[50]_0_n434 Ibuffer (0,0)~0ns  219GAT[50]{361}~6.32191e-10ns 
Buffer_219GAT[50]_1_n434 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_0_n434{361}~1.01513e-09ns 
Buffer_219GAT[50]_2_n434 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_1_n434{361}~1.01513e-09ns 
Buffer_219GAT[50]_3_n434 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_2_n434{361}~1.01513e-09ns 
Buffer_219GAT[50]_4_n434 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_3_n434{361}~1.01513e-09ns 
Buffer_n257_0_n435 Ibuffer (0,0)~0ns  n257{396}~1.07364e-09ns 
Buffer_n257_1_n435 Ibuffer (0,0)~0ns  Buffer_n257_0_n435{396}~1.07364e-09ns 
Buffer_n257_2_n435 Ibuffer (0,0)~0ns  Buffer_n257_1_n435{396}~1.07364e-09ns 
Buffer_n257_3_n435 Ibuffer (0,0)~0ns  Buffer_n257_2_n435{396}~1.07364e-09ns 
Buffer_n257_4_n435 Ibuffer (0,0)~0ns  Buffer_n257_3_n435{396}~1.07364e-09ns 
Buffer_n257_5_n435 Ibuffer (0,0)~0ns  Buffer_n257_4_n435{396}~1.07364e-09ns 
Buffer_237GAT[52]_0_n436 Ibuffer (0,0)~0ns  237GAT[52]{291}~5.58401e-10ns 
Buffer_237GAT[52]_1_n436 Ibuffer (0,0)~0ns  Buffer_237GAT[52]_0_n436{291}~8.96645e-10ns 
Buffer_246GAT[53]_0_n437 Ibuffer (0,0)~0ns  246GAT[53]{365}~6.36371e-10ns 
Buffer_246GAT[53]_1_n437 Ibuffer (0,0)~0ns  Buffer_246GAT[53]_0_n437{365}~1.02184e-09ns 
Buffer_246GAT[53]_2_n437 Ibuffer (0,0)~0ns  Buffer_246GAT[53]_1_n437{365}~1.02184e-09ns 
Buffer_n265_0_n438 Ibuffer (0,0)~0ns  n265{399}~1.07863e-09ns 
Buffer_n243_0_n439 Ibuffer (0,0)~0ns  n243{290}~8.94938e-10ns 
Buffer_n441_0_n442 Ibuffer (0,0)~0ns  n441{350}~9.9664e-10ns 
Buffer_n370_0_n446 Ibuffer (0,0)~0ns  n370{323}~9.51048e-10ns 
Buffer_n370_1_n446 Ibuffer (0,0)~0ns  Buffer_n370_0_n446{323}~9.51048e-10ns 
Buffer_n370_2_n446 Ibuffer (0,0)~0ns  Buffer_n370_1_n446{323}~9.51048e-10ns 
Buffer_n444_0_n449 Ibuffer (0,0)~0ns  n444{251}~8.28125e-10ns 
Buffer_219GAT[50]_0_n450 Ibuffer (0,0)~0ns  219GAT[50]{384}~6.56169e-10ns 
Buffer_219GAT[50]_1_n450 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_0_n450{384}~1.05363e-09ns 
Buffer_219GAT[50]_2_n450 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_1_n450{384}~1.05363e-09ns 
Buffer_219GAT[50]_3_n450 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_2_n450{384}~1.05363e-09ns 
Buffer_219GAT[50]_4_n450 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_3_n450{384}~1.05363e-09ns 
Buffer_219GAT[50]_5_n450 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_4_n450{384}~1.05363e-09ns 
Buffer_n257_0_n451 Ibuffer (0,0)~0ns  n257{360}~1.01345e-09ns 
Buffer_n257_1_n451 Ibuffer (0,0)~0ns  Buffer_n257_0_n451{360}~1.01345e-09ns 
Buffer_n257_2_n451 Ibuffer (0,0)~0ns  Buffer_n257_1_n451{360}~1.01345e-09ns 
Buffer_n257_3_n451 Ibuffer (0,0)~0ns  Buffer_n257_2_n451{360}~1.01345e-09ns 
Buffer_n257_4_n451 Ibuffer (0,0)~0ns  Buffer_n257_3_n451{360}~1.01345e-09ns 
Buffer_n257_5_n451 Ibuffer (0,0)~0ns  Buffer_n257_4_n451{360}~1.01345e-09ns 
Buffer_n257_6_n451 Ibuffer (0,0)~0ns  Buffer_n257_5_n451{360}~1.01345e-09ns 
Buffer_237GAT[52]_0_n452 Ibuffer (0,0)~0ns  237GAT[52]{337}~6.07027e-10ns 
Buffer_246GAT[53]_0_n453 Ibuffer (0,0)~0ns  246GAT[53]{323}~5.92282e-10ns 
Buffer_246GAT[53]_1_n453 Ibuffer (0,0)~0ns  Buffer_246GAT[53]_0_n453{323}~9.51048e-10ns 
Buffer_246GAT[53]_2_n453 Ibuffer (0,0)~0ns  Buffer_246GAT[53]_1_n453{323}~9.51048e-10ns 
Buffer_246GAT[53]_3_n453 Ibuffer (0,0)~0ns  Buffer_246GAT[53]_2_n453{323}~9.51048e-10ns 
Buffer_n265_0_n454 Ibuffer (0,0)~0ns  n265{206}~7.50475e-10ns 
Buffer_n313_0_n455 Ibuffer (0,0)~0ns  n313{287}~8.89817e-10ns 
Buffer_n133_0_n455 Ibuffer (0,0)~0ns  n133{232}~7.95402e-10ns 
Buffer_n456_0_n457 Ibuffer (0,0)~0ns  n456{221}~7.76414e-10ns 
Buffer_n386_0_n460 Ibuffer (0,0)~0ns  n386{239}~8.0747e-10ns 
Buffer_n370_0_n463 Ibuffer (0,0)~0ns  n370{316}~9.39181e-10ns 
Buffer_n370_1_n463 Ibuffer (0,0)~0ns  Buffer_n370_0_n463{316}~9.39181e-10ns 
Buffer_n370_2_n463 Ibuffer (24764192,0)~0ns  Buffer_n370_1_n463{316}~9.39181e-10ns 
Buffer_n403_0_n464 Ibuffer (24886480,0)~0ns  n403{219}~7.72958e-10ns 
Buffer_n460_0_n466 Ibuffer (24962048,0)~0ns  n460{245}~8.17803e-10ns 
Buffer_219GAT[50]_0_n467 Ibuffer (25040928,0)~0ns  219GAT[50]{388}~6.60326e-10ns 
Buffer_219GAT[50]_1_n467 Ibuffer (25614816,0)~0ns  Buffer_219GAT[50]_0_n467{388}~1.06031e-09ns 
Buffer_219GAT[50]_2_n467 Ibuffer (25744960,0)~0ns  Buffer_219GAT[50]_1_n467{388}~1.06031e-09ns 
Buffer_219GAT[50]_3_n467 Ibuffer (25880896,0)~0ns  Buffer_219GAT[50]_2_n467{388}~1.06031e-09ns 
Buffer_219GAT[50]_4_n467 Ibuffer (26016736,0)~0ns  Buffer_219GAT[50]_3_n467{388}~1.06031e-09ns 
Buffer_219GAT[50]_5_n467 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_4_n467{388}~1.06031e-09ns 
Buffer_219GAT[50]_6_n467 Ibuffer (0,0)~0ns  Buffer_219GAT[50]_5_n467{388}~1.06031e-09ns 
Buffer_n257_0_n468 Ibuffer (0,0)~0ns  n257{381}~1.04862e-09ns 
Buffer_n257_1_n468 Ibuffer (0,0)~0ns  Buffer_n257_0_n468{381}~1.04862e-09ns 
Buffer_n257_2_n468 Ibuffer (0,0)~0ns  Buffer_n257_1_n468{381}~1.04862e-09ns 
Buffer_n257_3_n468 Ibuffer (0,0)~0ns  Buffer_n257_2_n468{381}~1.04862e-09ns 
Buffer_n257_4_n468 Ibuffer (0,0)~0ns  Buffer_n257_3_n468{381}~1.04862e-09ns 
Buffer_n257_5_n468 Ibuffer (0,0)~0ns  Buffer_n257_4_n468{381}~1.04862e-09ns 
Buffer_n257_6_n468 Ibuffer (0,0)~0ns  Buffer_n257_5_n468{381}~1.04862e-09ns 
Buffer_n257_7_n468 Ibuffer (0,0)~0ns  Buffer_n257_6_n468{381}~1.04862e-09ns 
Buffer_n402_0_n469 Ibuffer (0,0)~0ns  n402{218}~7.7123e-10ns 
Buffer_237GAT[52]_0_n469 Ibuffer (0,0)~0ns  237GAT[52]{237}~5.0072e-10ns 
Buffer_n385_0_n470 Ibuffer (0,0)~0ns  n385{301}~9.13687e-10ns 
Buffer_n385_1_n470 Ibuffer (0,0)~0ns  Buffer_n385_0_n470{301}~9.13687e-10ns 
Buffer_246GAT[53]_0_n470 Ibuffer (0,0)~0ns  246GAT[53]{396}~6.68626e-10ns 
Buffer_246GAT[53]_1_n470 Ibuffer (0,0)~0ns  Buffer_246GAT[53]_0_n470{396}~1.07364e-09ns 
Buffer_246GAT[53]_2_n470 Ibuffer (0,0)~0ns  Buffer_246GAT[53]_1_n470{396}~1.07364e-09ns 
Buffer_n265_0_n471 Ibuffer (0,0)~0ns  n265{347}~9.91589e-10ns 
Buffer_n265_1_n471 Ibuffer (0,0)~0ns  Buffer_n265_0_n471{347}~9.91589e-10ns 
Buffer_n313_0_n472 Ibuffer (0,0)~0ns  n313{328}~9.59513e-10ns 
Buffer_n313_1_n472 Ibuffer (0,0)~0ns  Buffer_n313_0_n472{328}~9.59513e-10ns 
Buffer_n313_2_n472 Ibuffer (0,0)~0ns  Buffer_n313_1_n472{328}~9.59513e-10ns 
Buffer_n134_0_n472 Ibuffer (0,0)~0ns  n134{251}~8.28125e-10ns 
Buffer_n471_0_n473 Ibuffer (0,0)~0ns  n471{319}~9.44269e-10ns 
Buffer_n471_1_n473 Ibuffer (0,0)~0ns  Buffer_n471_0_n473{319}~9.44269e-10ns 
Buffer_n470_0_n474 Ibuffer (0,0)~0ns  n470{299}~9.10282e-10ns 
MaxDelay: 6.32127e-08ns
EnergyConsumption: 1.49093e-08J
Power: 0.23586W
Area: 5.973e-13nm^2
Gates on Critical Path: 878GAT[442] n434 n431 n408 n399 Buffer_n370_2_n399 Buffer_n370_1_n399 Buffer_n370_0_n399 n370 n369 Buffer_n301_2_n369 Buffer_n301_1_n369 Buffer_n301_0_n369 n301 n295 Buffer_n283_1_n295 Buffer_n283_0_n295 n283 n250 Buffer_n249_0_n250 n249 Buffer_n246_0_n249 n246 n240 Buffer_n239_1_n240 Buffer_n239_0_n240 n239 n238 n237 447GAT[182] Buffer_n107_0_447GAT[182] n107 Buffer_1GAT[0]_5_n107 Buffer_1GAT[0]_4_n107 Buffer_1GAT[0]_3_n107 Buffer_1GAT[0]_2_n107 Buffer_1GAT[0]_1_n107 Buffer_1GAT[0]_0_n107 1GAT[0] 
Preprocess Run Time: 0.79137S
In 0th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_1GAT[0]_0_n107 To: 4.11e-08m
In 0th Iteration, Delay Improved to: 6.3036e-08ns
In 1th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_1GAT[0]_1_n107 To: 4.11e-08m
In 1th Iteration, Delay Improved to: 6.28664e-08ns
In 2th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_1GAT[0]_2_n107 To: 4.11e-08m
In 2th Iteration, Delay Improved to: 6.26967e-08ns
In 3th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_1GAT[0]_3_n107 To: 4.11e-08m
In 3th Iteration, Delay Improved to: 6.25271e-08ns
In 4th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_1GAT[0]_4_n107 To: 4.11e-08m
In 4th Iteration, Delay Improved to: 6.23574e-08ns
In 5th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_1GAT[0]_5_n107 To: 4.11e-08m
In 5th Iteration, Delay Improved to: 6.21878e-08ns
In 6th Iteration, Delay Improved this time by changing: input magnet(s) of n434 To: 4.11e-08m
In 6th Iteration, Delay Improved to: 6.17704e-08ns
In 7th Iteration, Delay Improved this time by changing: input magnet(s) of 879GAT[441] To: 4.11e-08m
In 7th Iteration, Delay Improved to: 6.15581e-08ns
In 8th Iteration, Delay Improved this time by changing: input magnet(s) of n467 To: 4.11e-08m
In 8th Iteration, Delay Improved to: 6.15041e-08ns
In 9th Iteration, Delay Improved this time by changing: input magnet(s) of n370 To: 4.11e-08m
In 9th Iteration, Delay Improved to: 6.11145e-08ns
In 10th Iteration, Delay Improved this time by changing: output magnet(s) of n370 To: 4.11e-08m
In 10th Iteration, Delay Improved to: 6.0921e-08ns
In 11th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n370_0_n399 To: 4.11e-08m
In 11th Iteration, Delay Improved to: 6.08187e-08ns
In 12th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n370_0_n446 To: 4.11e-08m
In 12th Iteration, Delay Improved to: 6.07529e-08ns
In 13th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n370_1_n399 To: 4.11e-08m
In 13th Iteration, Delay Improved to: 6.0656e-08ns
In 14th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n370_1_n446 To: 4.11e-08m
In 14th Iteration, Delay Improved to: 6.05847e-08ns
In 15th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n370_2_n399 To: 4.11e-08m
In 15th Iteration, Delay Improved to: 6.04934e-08ns
In 16th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n370_2_n446 To: 4.11e-08m
In 16th Iteration, Delay Improved to: 6.04166e-08ns
In 17th Iteration, Delay Improved this time by changing: input magnet(s) of n238 To: 4.11e-08m
In 17th Iteration, Delay Improved to: 6.00271e-08ns
In 18th Iteration, Delay Improved this time by changing: input magnet(s) of 878GAT[442] To: 4.11e-08m
In 18th Iteration, Delay Improved to: 5.99596e-08ns
In 19th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n370_0_n463 To: 4.11e-08m
In 19th Iteration, Delay Improved to: 5.99412e-08ns
In 20th Iteration, Delay Improved this time by changing: input magnet(s) of n449 To: 4.11e-08m
In 20th Iteration, Delay Improved to: 5.9798e-08ns
In 21th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n370_1_n463 To: 4.11e-08m
In 21th Iteration, Delay Improved to: 5.96702e-08ns
In 22th Iteration, Delay Improved this time by changing: input magnet(s) of n239 To: 4.11e-08m
In 22th Iteration, Delay Improved to: 5.9316e-08ns
In 23th Iteration, Delay Improved this time by changing: output magnet(s) of n239 To: 4.11e-08m
In 23th Iteration, Delay Improved to: 5.9138e-08ns
In 24th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n239_0_n240 To: 4.11e-08m
In 24th Iteration, Delay Improved to: 5.90468e-08ns
In 25th Iteration, Delay Improved this time by changing: input magnet(s) of n225 To: 4.11e-08m
In 25th Iteration, Delay Improved to: 5.89739e-08ns
In 26th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n239_1_n240 To: 4.11e-08m
In 26th Iteration, Delay Improved to: 5.88099e-08ns
In 27th Iteration, Delay Improved this time by changing: input magnet(s) of n408 To: 4.11e-08m
In 27th Iteration, Delay Improved to: 5.87762e-08ns
In 28th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n370_2_n463 To: 4.11e-08m
In 28th Iteration, Delay Improved to: 5.86974e-08ns
In 29th Iteration, Delay Improved this time by changing: input magnet(s) of n450 To: 4.11e-08m
In 29th Iteration, Delay Improved to: 5.86147e-08ns
In 30th Iteration, Delay Improved this time by changing: input magnet(s) of n466 To: 4.11e-08m
In 30th Iteration, Delay Improved to: 5.84653e-08ns
In 31th Iteration, Delay Improved this time by changing: output magnet(s) of n408 To: 4.11e-08m
In 31th Iteration, Delay Improved to: 5.83229e-08ns
In 32th Iteration, Delay Improved this time by changing: input magnet(s) of n431 To: 4.11e-08m
In 32th Iteration, Delay Improved to: 5.82251e-08ns
In 33th Iteration, Delay Improved this time by changing: input magnet(s) of n465 To: 4.11e-08m
In 33th Iteration, Delay Improved to: 5.80669e-08ns
In 34th Iteration, Delay Improved this time by changing: output magnet(s) of n449 To: 4.11e-08m
In 34th Iteration, Delay Improved to: 5.79747e-08ns
In 35th Iteration, Delay Improved this time by changing: output magnet(s) of n238 To: 4.11e-08m
In 35th Iteration, Delay Improved to: 5.78602e-08ns
In 36th Iteration, Delay Improved this time by changing: input magnet(s) of n249 To: 4.11e-08m
In 36th Iteration, Delay Improved to: 5.73122e-08ns
In 37th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n246_0_n249 To: 4.11e-08m
In 37th Iteration, Delay Improved to: 5.7212e-08ns
In 38th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n228_1_n249 To: 4.11e-08m
In 38th Iteration, Delay Improved to: 5.7155e-08ns
In 39th Iteration, Delay Improved this time by changing: output magnet(s) of n246 To: 4.11e-08m
In 39th Iteration, Delay Improved to: 5.70572e-08ns
In 40th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n228_0_n249 To: 4.11e-08m
In 40th Iteration, Delay Improved to: 5.69986e-08ns
In 41th Iteration, Delay Improved this time by changing: input magnet(s) of n301 To: 4.11e-08m
In 41th Iteration, Delay Improved to: 5.66711e-08ns
In 42th Iteration, Delay Improved this time by changing: output magnet(s) of n301 To: 4.11e-08m
In 42th Iteration, Delay Improved to: 5.65118e-08ns
In 43th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n301_0_n369 To: 4.11e-08m
In 43th Iteration, Delay Improved to: 5.63527e-08ns
In 44th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n301_1_n369 To: 4.11e-08m
In 44th Iteration, Delay Improved to: 5.61935e-08ns
In 45th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n301_2_n369 To: 4.11e-08m
In 45th Iteration, Delay Improved to: 5.60344e-08ns
In 46th Iteration, Delay Improved this time by changing: input magnet(s) of n369 To: 4.11e-08m
In 46th Iteration, Delay Improved to: 5.56986e-08ns
In 47th Iteration, Delay Improved this time by changing: input magnet(s) of n240 To: 4.11e-08m
In 47th Iteration, Delay Improved to: 5.56025e-08ns
In 48th Iteration, Delay Improved this time by changing: output magnet(s) of n225 To: 4.11e-08m
In 48th Iteration, Delay Improved to: 5.54559e-08ns
In 49th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n225_0_n226 To: 4.11e-08m
In 49th Iteration, Delay Improved to: 5.53766e-08ns
In 50th Iteration, Delay Improved this time by changing: output magnet(s) of n240 To: 4.11e-08m
In 50th Iteration, Delay Improved to: 5.53001e-08ns
In 51th Iteration, Delay Improved this time by changing: output magnet(s) of n228 To: 4.11e-08m
In 51th Iteration, Delay Improved to: 5.52082e-08ns
In 52th Iteration, Delay Improved this time by changing: input magnet(s) of n246 To: 4.11e-08m
In 52th Iteration, Delay Improved to: 5.51564e-08ns
In 53th Iteration, Delay Improved this time by changing: input magnet(s) of n226 To: 4.11e-08m
In 53th Iteration, Delay Improved to: 5.48114e-08ns
In 54th Iteration, Delay Improved this time by changing: input magnet(s) of n227 To: 4.11e-08m
In 54th Iteration, Delay Improved to: 5.47962e-08ns
In 55th Iteration, Delay Improved this time by changing: input magnet(s) of n399 To: 4.11e-08m
In 55th Iteration, Delay Improved to: 5.47516e-08ns
In 56th Iteration, Delay Improved this time by changing: input magnet(s) of n446 To: 4.11e-08m
In 56th Iteration, Delay Improved to: 5.46571e-08ns
In 57th Iteration, Delay Improved this time by changing: input magnet(s) of 880GAT[440] To: 4.11e-08m
In 57th Iteration, Delay Improved to: 5.44856e-08ns
In 58th Iteration, Delay Improved this time by changing: output magnet(s) of n399 To: 4.11e-08m
In 58th Iteration, Delay Improved to: 5.44256e-08ns
In 59th Iteration, Delay Improved this time by changing: input magnet(s) of n448 To: 4.11e-08m
In 59th Iteration, Delay Improved to: 5.43591e-08ns
In 60th Iteration, Delay Improved this time by changing: input magnet(s) of n283 To: 4.11e-08m
In 60th Iteration, Delay Improved to: 5.40489e-08ns
In 61th Iteration, Delay Improved this time by changing: output magnet(s) of n283 To: 4.11e-08m
In 61th Iteration, Delay Improved to: 5.38938e-08ns
In 62th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n283_0_n295 To: 4.11e-08m
In 62th Iteration, Delay Improved to: 5.37358e-08ns
In 63th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n283_1_n295 To: 4.11e-08m
In 63th Iteration, Delay Improved to: 5.35777e-08ns
In 64th Iteration, Delay Improved this time by changing: input magnet(s) of n295 To: 4.11e-08m
In 64th Iteration, Delay Improved to: 5.32389e-08ns
In 65th Iteration, Delay Improved this time by changing: output magnet(s) of n295 To: 4.11e-08m
In 65th Iteration, Delay Improved to: 5.32356e-08ns
In 66th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n239_0_n289 To: 4.11e-08m
In 66th Iteration, Delay Improved to: 5.30909e-08ns
In 67th Iteration, Delay Improved this time by changing: input magnet(s) of n107 To: 4.11e-08m
In 67th Iteration, Delay Improved to: 5.27848e-08ns
In 68th Iteration, Delay Improved this time by changing: output magnet(s) of n107 To: 4.11e-08m
In 68th Iteration, Delay Improved to: 5.26741e-08ns
In 69th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n107_0_447GAT[182] To: 4.11e-08m
In 69th Iteration, Delay Improved to: 5.25281e-08ns
In 70th Iteration, Delay Improved this time by changing: input magnet(s) of 447GAT[182] To: 4.11e-08m
In 70th Iteration, Delay Improved to: 5.21569e-08ns
In 71th Iteration, Delay Improved this time by changing: output magnet(s) of 447GAT[182] To: 4.11e-08m
In 71th Iteration, Delay Improved to: 5.19957e-08ns
In 72th Iteration, Delay Improved this time by changing: input magnet(s) of n237 To: 4.11e-08m
In 72th Iteration, Delay Improved to: 5.17339e-08ns
In 73th Iteration, Delay Improved this time by changing: output magnet(s) of n227 To: 4.11e-08m
In 73th Iteration, Delay Improved to: 5.16612e-08ns
In 74th Iteration, Delay Improved this time by changing: input magnet(s) of n250 To: 4.11e-08m
In 74th Iteration, Delay Improved to: 5.16352e-08ns
In 75th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n239_1_n289 To: 4.11e-08m
In 75th Iteration, Delay Improved to: 5.14645e-08ns
In 76th Iteration, Delay Improved this time by changing: input magnet(s) of n300 To: 4.11e-08m
In 76th Iteration, Delay Improved to: 5.13593e-08ns
In 77th Iteration, Delay Improved this time by changing: output magnet(s) of n250 To: 4.11e-08m
In 77th Iteration, Delay Improved to: 5.12674e-08ns
In 78th Iteration, Delay Improved this time by changing: output magnet(s) of n293 To: 4.11e-08m
In 78th Iteration, Delay Improved to: 5.11899e-08ns
In 79th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n249_0_n250 To: 4.11e-08m
In 79th Iteration, Delay Improved to: 5.11579e-08ns
In 80th Iteration, Delay Improved this time by changing: input magnet(s) of n293 To: 4.11e-08m
In 80th Iteration, Delay Improved to: 5.10749e-08ns
In 81th Iteration, Delay Improved this time by changing: output magnet(s) of n298 To: 4.11e-08m
In 81th Iteration, Delay Improved to: 5.10443e-08ns
In 82th Iteration, Delay Improved this time by changing: output magnet(s) of n249 To: 4.11e-08m
In 82th Iteration, Delay Improved to: 5.09601e-08ns
In 83th Iteration, Delay Improved this time by changing: input magnet(s) of n298 To: 4.11e-08m
In 83th Iteration, Delay Improved to: 5.09493e-08ns
In 84th Iteration, Delay Improved this time by changing: output magnet(s) of 1GAT[0] To: 4.11e-08m
In 84th Iteration, Delay Improved to: 5.07752e-08ns
In 85th Iteration, Delay Improved this time by changing: output magnet(s) of n369 To: 4.11e-08m
In 85th Iteration, Delay Improved to: 5.07051e-08ns
In 86th Iteration, Delay Improved this time by changing: output magnet(s) of n431 To: 4.11e-08m
In 86th Iteration, Delay Improved to: 5.06866e-08ns
In 87th Iteration, Delay Improved this time by changing: input magnet(s) of n433 To: 4.11e-08m
In 87th Iteration, Delay Improved to: 5.06462e-08ns
In 88th Iteration, Delay Improved this time by changing: output magnet(s) of n466 To: 4.11e-08m
In 88th Iteration, Delay Improved to: 5.0635e-08ns
In 89th Iteration, Delay Improved this time by changing: output magnet(s) of n237 To: 4.11e-08m
In 89th Iteration, Delay Improved to: 5.05649e-08ns
In 90th Iteration, Delay Improved this time by changing: input magnet(s) of n238 To: 5.6307e-08m
In 90th Iteration, Delay Improved to: 5.05237e-08ns
In 91th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n227_0_n228 To: 4.11e-08m
In 91th Iteration, Delay Improved to: 5.03672e-08ns
In 92th Iteration, Delay Improved this time by changing: input magnet(s) of n370 To: 5.6307e-08m
In 92th Iteration, Delay Improved to: 5.01696e-08ns
In 93th Iteration, Delay Improved this time by changing: output magnet(s) of n370 To: 5.6307e-08m
In 93th Iteration, Delay Improved to: 5.00875e-08ns
In 94th Iteration, Delay Improved this time by changing: output magnet(s) of 1GAT[0] To: 5.6307e-08m
In 94th Iteration, Delay Improved to: 4.99606e-08ns
In 95th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_1GAT[0]_0_n107 To: 5.6307e-08m
In 95th Iteration, Delay Improved to: 4.98874e-08ns
In 96th Iteration, Delay Improved this time by changing: input magnet(s) of n434 To: 5.6307e-08m
In 96th Iteration, Delay Improved to: 4.98052e-08ns
In 97th Iteration, Delay Improved this time by changing: input magnet(s) of n463 To: 4.11e-08m
In 97th Iteration, Delay Improved to: 4.97203e-08ns
In 98th Iteration, Delay Improved this time by changing: output magnet(s) of n446 To: 4.11e-08m
In 98th Iteration, Delay Improved to: 4.97202e-08ns
In 99th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n408_0_n412 To: 4.11e-08m
In 99th Iteration, Delay Improved to: 4.95862e-08ns
In 100th Iteration, Delay Improved this time by changing: output magnet(s) of n434 To: 4.11e-08m
In 100th Iteration, Delay Improved to: 4.95612e-08ns
In 101th Iteration, Delay Improved this time by changing: output magnet(s) of n448 To: 4.11e-08m
In 101th Iteration, Delay Improved to: 4.95538e-08ns
In 102th Iteration, Delay Improved this time by changing: input magnet(s) of n412 To: 4.11e-08m
In 102th Iteration, Delay Improved to: 4.94991e-08ns
In 103th Iteration, Delay Improved this time by changing: input magnet(s) of n239 To: 5.6307e-08m
In 103th Iteration, Delay Improved to: 4.949e-08ns
In 104th Iteration, Delay Improved this time by changing: output magnet(s) of n226 To: 4.11e-08m
In 104th Iteration, Delay Improved to: 4.9342e-08ns
In 105th Iteration, Delay Improved this time by changing: input magnet(s) of n228 To: 4.11e-08m
In 105th Iteration, Delay Improved to: 4.93339e-08ns
In 106th Iteration, Delay Improved this time by changing: output magnet(s) of n239 To: 5.6307e-08m
In 106th Iteration, Delay Improved to: 4.92629e-08ns
In 107th Iteration, Delay Improved this time by changing: input magnet(s) of n408 To: 5.6307e-08m
In 107th Iteration, Delay Improved to: 4.92472e-08ns
In 108th Iteration, Delay Improved this time by changing: input magnet(s) of n449 To: 5.6307e-08m
In 108th Iteration, Delay Improved to: 4.92398e-08ns
In 109th Iteration, Delay Improved this time by changing: output magnet(s) of n465 To: 4.11e-08m
In 109th Iteration, Delay Improved to: 4.91733e-08ns
In 110th Iteration, Delay Improved this time by changing: input magnet(s) of n464 To: 4.11e-08m
In 110th Iteration, Delay Improved to: 4.91697e-08ns
In 111th Iteration, Delay Improved this time by changing: output magnet(s) of n463 To: 4.11e-08m
